transaction_id,customer_id,amount,transaction_type,transaction_date,mode_of_transaction
81,6414,99357.82,Credit,2024-04-29,Cash
82,6361,65655.94,Credit,2023-03-18,Cheque
83,1834,36549.8,Debit,2020-01-03,Online Transfer
84,5716,54322.36,Credit,2021-10-01,Online Transfer
85,2216,95647.39,Debit,2020-04-01,UPI
86,3115,25101.64,Credit,2020-03-05,UPI
87,3552,5806.57,Debit,2021-11-15,UPI
88,3604,42073.38,Debit,2022-10-03,Debit Card
89,5099,87872.13,Debit,2020-02-13,Cheque
90,1808,95905.58,Credit,2020-06-09,Cash
91,1101,3068.69,Debit,2023-08-22,Online Transfer
92,5303,341.63,Credit,2021-10-19,Cash
93,7724,34939.72,Debit,2021-10-25,UPI
94,21,54868.02,Debit,2023-06-26,Online Transfer
95,3767,99650.59,Debit,2020-02-08,Online Transfer
96,7565,3464.73,Debit,2023-03-26,Debit Card
97,6986,74404.69,Credit,2022-10-18,Cheque
98,4720,22842.92,Debit,2023-08-12,Online Transfer
99,585,83589.29,Debit,2020-03-25,Cash
100,4794,38473.97,Credit,2024-11-19,Cheque
101,23,79188.16,Credit,2023-01-02,Debit Card
102,6322,42956.01,Debit,2022-07-20,Cash
103,3486,36731.5,Debit,2022-05-18,Online Transfer
104,7064,42841.83,Credit,2023-06-23,Cash
105,3819,34208.5,Debit,2023-01-25,Cash
106,54,7809.79,Debit,2024-06-12,Debit Card
107,5530,42310.04,Debit,2024-10-21,UPI
108,478,2971.55,Credit,2022-06-04,Cheque
109,5594,23286.8,Credit,2024-10-02,Cheque
110,1792,26716.77,Credit,2024-11-13,UPI
111,589,32649.37,Credit,2020-07-02,Cash
112,2721,93644.76,Credit,2020-12-20,UPI
113,7769,62736.16,Credit,2022-11-21,Cash
114,404,22978.72,Credit,2023-10-21,Cash
115,7025,690.1,Debit,2020-01-08,Online Transfer
116,6488,95145.27,Credit,2021-03-10,Cheque
117,7649,61786.64,Credit,2023-01-16,Online Transfer
118,4395,65894.54,Debit,2020-07-27,Debit Card
119,4053,48654.96,Debit,2021-10-08,Debit Card
120,870,20721.27,Debit,2023-09-25,UPI
121,1202,94594.55,Credit,2022-09-22,Cheque
122,4053,56329.72,Credit,2024-12-03,Cash
123,5119,90807.9,Debit,2021-10-24,Online Transfer
124,5400,87885.54,Debit,2023-01-03,Cash
125,4296,26559.29,Debit,2020-05-16,Debit Card
126,3196,21392.98,Debit,2020-11-17,Cheque
127,970,31812.96,Credit,2020-03-29,Debit Card
128,2771,44198.98,Credit,2021-02-06,Cash
129,2327,81561.14,Credit,2024-09-11,Cheque
130,2677,1307.64,Debit,2021-04-15,Cash
131,5136,5925.48,Credit,2024-05-20,Cash
132,7853,43537.21,Credit,2023-07-05,Online Transfer
133,5392,89859.69,Credit,2023-07-28,Online Transfer
134,945,78015.63,Debit,2024-04-20,Cash
135,6133,85693.38,Credit,2023-10-07,Cash
136,2397,35086.87,Credit,2023-08-08,Cheque
137,2773,11932.98,Credit,2020-02-12,Cash
138,1110,73375.9,Credit,2023-05-08,Online Transfer
139,973,82859.62,Debit,2020-11-07,UPI
140,6019,77139.42,Credit,2024-06-18,Debit Card
141,3574,65634.36,Credit,2021-05-14,Debit Card
142,3032,49859.7,Debit,2024-12-14,Cash
143,1805,2689.91,Debit,2022-02-03,UPI
144,4659,85101.67,Credit,2020-05-29,Cheque
145,3808,63053.1,Debit,2023-10-12,Cheque
146,5374,72606.1,Debit,2020-11-30,Cash
147,7127,31199.29,Debit,2021-11-03,Cheque
148,4299,18011.27,Debit,2024-07-30,UPI
149,3228,70722.7,Debit,2020-10-19,Cheque
150,3909,4830.08,Debit,2023-09-09,UPI
151,376,27083.39,Debit,2024-08-30,Online Transfer
152,2609,45273.07,Credit,2021-06-23,Online Transfer
153,5557,47975.23,Credit,2020-01-20,Cheque
154,4344,89725.75,Debit,2024-06-30,Debit Card
155,5453,14388.92,Debit,2021-04-03,Cheque
156,2976,49950.87,Credit,2023-05-30,Cheque
157,6617,95798.21,Credit,2020-08-24,UPI
158,7157,13739.04,Debit,2022-12-30,Cash
159,2249,14228.56,Debit,2022-06-19,Debit Card
160,812,90993.71,Debit,2020-01-20,Cash
161,5303,39261.96,Debit,2022-10-05,UPI
162,5393,6720.75,Debit,2023-02-19,Debit Card
163,1819,40237.51,Debit,2022-11-04,Online Transfer
164,1128,32091.48,Debit,2021-10-20,Debit Card
165,5146,55440.62,Debit,2022-04-08,Cheque
166,6066,93228.51,Debit,2022-04-26,UPI
167,4577,95526.05,Debit,2023-03-11,Cash
168,3093,53868.09,Debit,2023-08-03,Online Transfer
169,4820,9361.27,Debit,2024-11-17,Online Transfer
170,802,35735.85,Debit,2024-10-03,Online Transfer
171,4188,69056.08,Credit,2022-04-18,Cash
172,1494,52009.32,Credit,2022-09-19,UPI
173,3845,45074.57,Debit,2024-03-24,UPI
174,3493,95749.78,Credit,2022-02-07,Debit Card
175,3295,80106.44,Credit,2022-11-12,UPI
176,858,7209.11,Credit,2023-06-13,Cheque
177,3838,36129.81,Credit,2024-08-26,Cheque
178,5880,81429.65,Credit,2023-07-01,UPI
179,3293,32683.36,Credit,2021-03-21,UPI
180,92,68922.9,Credit,2024-07-18,Cheque
181,5602,75214.87,Credit,2022-11-01,Cash
182,2271,97379.56,Debit,2022-10-02,Cheque
183,2830,80674.73,Credit,2021-05-18,Cheque
184,887,35932.77,Credit,2022-08-22,UPI
185,6729,99044.96,Debit,2022-05-25,Cheque
186,4439,29731.56,Debit,2024-12-08,UPI
187,748,25919.37,Debit,2021-06-14,Online Transfer
188,6835,71486.88,Debit,2020-06-16,UPI
189,131,89298.7,Debit,2021-04-24,Debit Card
190,5078,48701.07,Credit,2020-08-20,Debit Card
191,7071,93996.71,Debit,2021-05-22,UPI
192,1736,91098.86,Debit,2022-08-23,UPI
193,566,63451.79,Credit,2020-01-16,Cheque
194,5031,64839.96,Debit,2022-08-15,UPI
195,1855,55257.37,Credit,2024-08-14,Debit Card
196,4162,68298.12,Debit,2021-11-28,Cash
197,642,16847.27,Credit,2021-08-20,UPI
198,2939,42317.21,Debit,2024-01-11,Cash
199,6825,68530.85,Credit,2024-10-13,Cash
200,5980,40102.28,Credit,2021-03-22,Online Transfer
201,4569,34593.37,Debit,2021-04-06,UPI
202,5600,63218.44,Credit,2024-11-01,Cash
203,3109,50715.62,Debit,2023-03-17,Debit Card
204,4671,97683.09,Credit,2022-02-04,Online Transfer
205,3317,93910.04,Credit,2024-01-09,Cheque
206,4742,40514.0,Credit,2021-12-16,UPI
207,4968,48208.74,Credit,2023-11-17,Debit Card
208,3659,73871.6,Credit,2020-03-10,Online Transfer
209,317,24617.99,Debit,2022-10-25,UPI
210,5781,32335.04,Credit,2023-11-07,UPI
211,3444,79473.52,Credit,2022-11-06,Debit Card
212,4750,77017.8,Credit,2023-06-03,Online Transfer
213,4671,94169.0,Debit,2021-06-06,Cash
214,556,57897.72,Debit,2022-11-11,Debit Card
215,5500,2934.12,Debit,2020-07-02,Debit Card
216,669,10303.92,Credit,2023-12-14,Cash
217,2762,77971.37,Debit,2021-07-23,Online Transfer
218,3719,50022.27,Credit,2022-10-17,UPI
219,5629,89867.33,Debit,2022-11-21,Cheque
220,6702,64473.48,Debit,2024-01-05,Cash
221,7728,86275.85,Debit,2022-05-27,Cash
222,4082,14870.0,Credit,2022-10-23,UPI
223,5630,32577.89,Credit,2024-03-08,Cash
224,3374,26003.41,Credit,2022-02-20,Online Transfer
225,6253,68525.73,Credit,2023-08-28,UPI
226,345,91944.49,Debit,2024-05-29,Cash
227,2580,93808.72,Debit,2020-12-01,Cheque
228,6970,84317.15,Debit,2023-06-06,UPI
229,6131,33434.96,Debit,2020-09-12,Online Transfer
230,3367,24675.67,Debit,2023-05-23,Cheque
231,7229,8178.22,Credit,2022-11-22,Cash
232,5008,46034.66,Debit,2020-10-13,Cash
233,58,58191.63,Credit,2021-11-24,Online Transfer
234,3946,42821.49,Credit,2023-12-23,Debit Card
235,6543,71595.3,Debit,2021-06-16,Online Transfer
236,3217,25316.66,Debit,2022-05-02,Online Transfer
237,695,26246.61,Credit,2022-03-10,Debit Card
238,5532,66083.99,Debit,2023-11-26,Online Transfer
239,2731,17988.0,Debit,2023-02-08,Cheque
240,6229,60497.25,Debit,2024-08-06,Online Transfer
241,142,54404.29,Credit,2023-03-20,Cheque
242,7853,3906.76,Credit,2020-11-22,Cash
243,2922,8402.83,Credit,2022-10-30,Debit Card
244,3777,50561.11,Credit,2023-08-22,Online Transfer
245,7609,61522.99,Debit,2020-07-13,Online Transfer
246,5196,56754.43,Credit,2021-01-18,Online Transfer
247,2421,17825.45,Credit,2021-05-31,UPI
248,6837,29832.93,Credit,2022-03-13,Debit Card
249,5080,1288.73,Credit,2021-11-12,Online Transfer
250,6092,7092.18,Debit,2024-05-05,UPI
251,1073,53824.61,Credit,2023-10-11,Online Transfer
252,6136,86426.84,Debit,2023-05-05,UPI
253,2260,29856.39,Credit,2022-04-07,Cheque
254,6672,69054.31,Debit,2023-01-26,Cheque
255,2499,59769.92,Credit,2023-10-22,Cash
256,2434,27282.34,Debit,2022-11-09,Cheque
257,5401,51724.38,Debit,2020-06-09,Cash
258,7395,45788.66,Credit,2022-07-15,Cash
259,809,13300.89,Debit,2022-11-22,UPI
260,1360,28289.87,Credit,2023-11-10,Debit Card
261,3106,58540.41,Debit,2022-08-15,Cash
262,7984,99097.21,Credit,2024-10-30,Cash
263,6673,49960.4,Debit,2020-08-02,UPI
264,4724,59633.91,Credit,2023-02-27,Online Transfer
265,4837,26344.04,Debit,2023-12-22,Cash
266,2682,3178.45,Debit,2023-12-19,UPI
267,4333,40972.76,Debit,2023-07-22,Cash
268,1766,77779.73,Debit,2024-03-26,Cheque
269,6426,71558.55,Credit,2021-02-11,UPI
270,5865,74577.78,Credit,2024-08-13,Debit Card
271,1211,24072.42,Debit,2022-05-25,Cheque
272,4776,41661.71,Debit,2023-03-11,Online Transfer
273,2959,36905.11,Debit,2021-08-05,Cheque
274,2849,32141.56,Credit,2024-02-25,Cash
275,5556,67865.79,Credit,2023-11-02,Cash
276,3614,25310.27,Credit,2020-12-28,UPI
277,569,57940.86,Credit,2020-10-11,Online Transfer
278,1699,67668.11,Debit,2021-09-15,UPI
279,5659,85230.67,Debit,2024-07-15,Cash
280,5237,83205.8,Credit,2022-12-02,Debit Card
281,2237,3039.78,Debit,2021-10-11,Debit Card
282,5878,86881.72,Credit,2022-01-18,UPI
283,6386,72424.88,Debit,2022-11-16,Cheque
284,3809,97261.4,Debit,2020-06-25,Debit Card
285,4382,6473.72,Credit,2022-02-16,Debit Card
286,7146,84780.46,Credit,2023-05-17,Debit Card
287,4755,82254.03,Debit,2024-01-22,Cash
288,4690,368.45,Credit,2024-11-26,Online Transfer
289,2154,24768.28,Credit,2023-08-10,Cheque
290,4208,57598.73,Credit,2022-04-21,Cash
291,5840,36626.73,Credit,2022-12-07,Cheque
292,1536,83435.31,Credit,2023-09-15,UPI
293,5081,69263.23,Credit,2021-11-23,UPI
294,7894,18723.68,Debit,2023-06-25,Cheque
295,1200,47440.18,Debit,2022-02-24,Online Transfer
296,6246,22860.99,Debit,2022-04-28,Debit Card
297,3098,1783.72,Debit,2020-07-12,Online Transfer
298,7410,28404.55,Debit,2021-05-05,Cheque
299,3303,39594.85,Credit,2024-12-16,Cheque
300,1229,66655.2,Credit,2024-11-27,Debit Card
301,124,54617.2,Credit,2021-01-26,Cash
302,6742,56084.54,Credit,2023-09-19,UPI
303,3470,26075.82,Debit,2021-10-04,Cash
304,7764,12975.94,Debit,2024-11-06,Debit Card
305,5762,25544.85,Debit,2020-06-11,Cheque
306,4553,29812.53,Debit,2022-10-02,Cheque
307,6352,3189.39,Credit,2021-08-31,Debit Card
308,4709,71890.78,Credit,2024-11-20,Debit Card
309,7852,30993.16,Credit,2022-11-22,Cheque
310,6835,79710.49,Debit,2023-08-04,Online Transfer
311,3497,29501.35,Credit,2021-07-03,UPI
312,6457,89973.7,Debit,2023-05-06,Cheque
313,7019,13337.1,Debit,2024-09-03,Online Transfer
314,7665,41253.26,Credit,2023-07-04,UPI
315,3135,31078.5,Credit,2020-08-26,Debit Card
316,7424,90230.67,Credit,2024-03-09,Online Transfer
317,7525,91804.13,Debit,2021-01-06,Online Transfer
318,5995,45106.37,Debit,2023-10-02,Cheque
319,2978,26404.56,Debit,2023-12-25,UPI
320,7939,81749.51,Debit,2023-11-01,Cheque
321,7964,16398.71,Credit,2023-02-06,Cash
322,5024,5812.69,Debit,2021-03-17,Cash
323,5191,88264.34,Debit,2021-07-09,Cheque
324,6354,52965.61,Credit,2024-01-27,Cash
325,3688,80589.78,Credit,2021-09-09,Cheque
326,3418,47193.47,Credit,2021-12-20,Cash
327,6640,97879.27,Debit,2024-09-25,UPI
328,5385,4439.36,Credit,2020-06-13,UPI
329,158,96724.42,Credit,2023-02-26,Debit Card
330,7289,93570.19,Credit,2021-07-03,Cheque
331,7844,63029.47,Debit,2021-09-03,Debit Card
332,3631,9002.66,Debit,2020-10-08,Cheque
333,3268,9624.64,Credit,2022-05-05,Debit Card
334,4530,13866.53,Credit,2022-11-29,Online Transfer
335,7541,78717.51,Credit,2022-06-03,UPI
336,4685,28635.73,Credit,2023-09-07,Cheque
337,97,98274.63,Debit,2023-09-16,Cheque
338,926,91439.32,Credit,2020-05-17,UPI
339,1953,46270.89,Debit,2023-08-28,Cash
340,5198,12216.86,Debit,2024-12-05,Debit Card
341,5805,93952.2,Credit,2023-10-17,UPI
342,5768,83404.0,Debit,2022-02-20,Cash
343,1776,40686.47,Credit,2024-12-28,Online Transfer
344,5296,11723.97,Debit,2022-08-15,Cash
345,2681,61052.2,Credit,2023-03-31,UPI
346,4836,97193.22,Credit,2021-09-29,Debit Card
347,4863,64836.89,Debit,2021-04-30,Cheque
348,3166,30361.02,Credit,2023-02-04,Cash
349,3970,9423.12,Debit,2023-05-11,Cash
350,4177,87907.23,Credit,2023-10-17,Online Transfer
351,3108,38327.6,Debit,2022-05-07,Debit Card
352,2578,39285.53,Debit,2024-07-01,Debit Card
353,4046,41032.62,Credit,2022-06-17,Debit Card
354,5768,16994.71,Debit,2022-09-14,Online Transfer
355,150,64951.4,Credit,2024-12-14,UPI
356,5052,98961.48,Debit,2022-02-01,Cheque
357,1912,92733.93,Debit,2024-01-20,Debit Card
358,7262,33210.99,Credit,2022-04-25,Cash
359,4503,18652.78,Credit,2024-12-18,UPI
360,5038,79910.76,Credit,2020-11-25,Cheque
361,2754,90091.17,Debit,2023-12-10,Cheque
362,5710,8866.72,Credit,2022-10-15,Online Transfer
363,1186,88947.36,Debit,2023-03-30,UPI
364,4358,7303.75,Credit,2022-03-10,Debit Card
365,6513,14597.78,Credit,2021-01-19,Online Transfer
366,3139,18949.66,Debit,2021-08-13,Debit Card
367,2090,57498.99,Credit,2022-09-06,Online Transfer
368,6870,52604.19,Credit,2024-03-21,Online Transfer
369,911,44743.17,Credit,2024-10-06,Cheque
370,1575,36120.1,Credit,2020-10-23,Debit Card
371,4503,4847.08,Credit,2023-01-07,Debit Card
372,7006,2482.21,Debit,2020-11-26,UPI
373,7134,83144.33,Debit,2020-08-11,Online Transfer
374,125,97972.64,Credit,2024-02-02,Debit Card
375,7967,16521.15,Debit,2024-10-15,Cheque
376,1536,54803.07,Debit,2023-04-18,UPI
377,4564,73893.85,Debit,2023-07-28,Online Transfer
378,3596,63315.57,Credit,2024-02-23,Online Transfer
379,4371,39565.96,Credit,2023-10-12,Cash
380,5603,25028.47,Debit,2023-02-27,Cash
381,6408,27310.83,Debit,2022-05-27,Cash
382,2575,98647.36,Credit,2024-08-13,UPI
383,6688,9404.23,Debit,2021-03-26,Cash
384,5973,23122.29,Credit,2022-02-20,Online Transfer
385,4684,84016.48,Credit,2021-10-17,Cheque
386,99,73856.19,Credit,2021-02-02,Online Transfer
387,6303,58993.74,Credit,2021-09-02,Online Transfer
388,6668,60584.66,Debit,2023-12-06,Online Transfer
389,5262,62070.81,Debit,2023-05-23,Online Transfer
390,6988,15856.56,Debit,2024-05-12,Cheque
391,5161,98767.2,Credit,2020-04-19,Debit Card
392,1217,98189.51,Credit,2020-01-21,UPI
393,1001,17908.66,Debit,2021-07-05,Cheque
394,3166,76246.97,Credit,2020-11-23,Cash
395,6133,2170.67,Credit,2021-11-20,Online Transfer
396,6643,60249.42,Debit,2021-11-12,Online Transfer
397,4555,986.87,Credit,2020-10-26,UPI
398,3049,98928.92,Debit,2023-08-24,UPI
399,7686,78447.9,Credit,2020-01-26,UPI
400,6327,69046.01,Credit,2021-07-23,Debit Card
401,3902,80532.91,Debit,2021-06-08,Cheque
402,5208,10827.54,Credit,2023-10-21,UPI
403,2349,63670.16,Credit,2020-11-21,Online Transfer
404,3047,27719.12,Credit,2023-07-19,Debit Card
405,5547,45625.11,Debit,2023-04-17,Cheque
406,4807,11656.8,Credit,2023-10-31,Online Transfer
407,6049,65633.36,Credit,2021-12-24,Online Transfer
408,5795,57524.47,Credit,2020-03-22,Cheque
409,4181,1756.79,Debit,2023-01-04,Cash
410,4070,53785.8,Credit,2024-07-24,Cash
411,2878,75573.15,Credit,2022-02-14,Online Transfer
412,3051,70547.11,Debit,2020-01-01,Cash
413,3133,67956.53,Debit,2022-02-26,Online Transfer
414,7393,37512.8,Credit,2020-08-27,Cheque
415,6124,88020.7,Credit,2023-08-02,Cash
416,50,19772.4,Credit,2022-04-10,Debit Card
417,7406,96776.5,Debit,2020-02-09,UPI
418,6491,4543.76,Debit,2020-07-17,Online Transfer
419,2451,90275.38,Credit,2023-10-23,Online Transfer
420,1820,18412.06,Credit,2024-07-16,Online Transfer
421,676,68114.08,Credit,2022-08-03,Online Transfer
422,2191,11182.38,Credit,2023-08-23,Online Transfer
423,5549,84664.43,Credit,2021-03-17,Cheque
424,3177,99148.5,Credit,2021-03-22,Cash
425,4639,10922.31,Credit,2022-07-09,Online Transfer
426,1471,54090.59,Credit,2022-10-08,UPI
427,7676,64344.3,Credit,2023-03-21,UPI
428,3052,82862.24,Debit,2023-05-03,Cash
429,6274,64492.72,Debit,2022-12-24,Online Transfer
430,688,69782.19,Debit,2020-05-11,UPI
431,1045,5668.82,Credit,2020-06-18,UPI
432,1250,16640.53,Debit,2023-11-22,Online Transfer
433,860,99934.53,Credit,2021-06-05,UPI
434,67,46093.38,Debit,2020-09-22,Debit Card
435,5342,7278.52,Credit,2023-10-19,Online Transfer
436,1296,36818.51,Debit,2024-11-12,Online Transfer
437,7950,82908.01,Debit,2020-03-16,UPI
438,6862,73093.7,Debit,2024-02-24,UPI
439,4108,96607.28,Debit,2020-06-17,Cash
440,4546,26712.39,Debit,2024-03-05,Debit Card
441,1992,88905.24,Debit,2023-07-25,Cheque
442,5784,39056.02,Debit,2021-07-26,Cheque
443,1609,24838.62,Debit,2022-10-05,Online Transfer
444,3303,94274.73,Credit,2020-09-28,UPI
445,603,4434.05,Credit,2023-05-13,Online Transfer
446,5650,84260.68,Debit,2024-09-18,Online Transfer
447,2663,69261.05,Credit,2023-05-17,Cheque
448,3842,43676.24,Debit,2024-06-27,Debit Card
449,7272,75126.83,Debit,2023-01-01,Online Transfer
450,5411,95373.13,Debit,2023-05-27,Online Transfer
451,4787,91178.55,Credit,2021-12-31,Online Transfer
452,4580,62613.39,Credit,2021-09-02,UPI
453,6386,44294.59,Debit,2023-09-04,Cheque
454,1024,14741.98,Credit,2021-09-18,Cash
455,6262,25821.03,Debit,2021-10-21,Cheque
456,2225,13455.03,Debit,2022-10-26,Cash
457,6295,66100.27,Credit,2023-07-21,Cheque
458,7355,44230.17,Debit,2020-10-03,Cash
459,467,20846.21,Credit,2021-10-21,Cheque
460,5999,90331.4,Credit,2024-03-03,Cheque
461,765,38856.44,Debit,2021-01-01,Cheque
462,3093,75246.42,Debit,2021-08-12,Debit Card
463,289,47146.12,Debit,2021-04-23,Debit Card
464,3767,70170.42,Credit,2021-09-26,Cash
465,5980,47309.38,Debit,2020-04-27,UPI
466,7420,39272.86,Credit,2020-05-20,Cheque
467,7622,58427.76,Debit,2023-01-26,Online Transfer
468,6574,73400.35,Credit,2023-11-26,Debit Card
469,7400,71953.79,Credit,2023-05-29,Cheque
470,167,72708.7,Credit,2020-05-17,Debit Card
471,2549,83930.68,Debit,2023-09-04,Debit Card
472,5161,13627.53,Debit,2023-04-11,Cash
473,7278,96188.76,Debit,2020-10-12,Cheque
474,4285,70533.58,Debit,2020-09-01,Debit Card
475,5186,31918.79,Debit,2021-04-01,UPI
476,6293,28680.65,Debit,2024-09-10,UPI
477,4786,61641.62,Debit,2022-11-09,Debit Card
478,4452,49278.22,Credit,2020-12-10,Online Transfer
479,2822,61694.99,Credit,2022-10-12,Cash
480,2290,38868.68,Debit,2022-03-19,Debit Card
481,4941,42404.99,Credit,2024-02-26,Debit Card
482,5212,51564.06,Credit,2020-10-14,Cash
483,1475,57480.06,Debit,2023-08-26,Debit Card
484,2812,9301.69,Credit,2021-10-08,UPI
485,5777,99247.34,Debit,2023-03-18,Debit Card
486,5370,27166.0,Debit,2023-11-18,Cash
487,642,75121.13,Debit,2021-10-03,Debit Card
488,2832,11479.18,Debit,2024-11-14,UPI
489,7612,92151.02,Credit,2024-05-26,Debit Card
490,1948,75830.33,Debit,2023-08-04,Debit Card
491,7162,74326.81,Credit,2022-12-13,UPI
492,6805,30480.06,Debit,2024-08-29,Debit Card
493,7667,80634.57,Credit,2021-04-06,Cheque
494,1559,95294.03,Debit,2020-02-09,Cheque
495,3842,65060.09,Credit,2020-05-14,Cash
496,7499,82967.16,Debit,2021-05-26,Debit Card
497,5657,35145.82,Credit,2023-10-23,Debit Card
498,1904,99953.26,Debit,2022-09-23,Online Transfer
499,544,10599.36,Debit,2024-01-22,UPI
500,5952,49820.01,Credit,2020-09-16,Cheque
501,2394,73057.14,Credit,2024-03-06,Debit Card
502,5541,44188.51,Debit,2024-06-08,Cash
503,7461,21574.38,Debit,2024-06-11,UPI
504,3561,12944.04,Credit,2023-11-27,Debit Card
505,719,5187.31,Credit,2022-06-24,Online Transfer
506,7714,23579.08,Credit,2023-09-22,Debit Card
507,3345,87517.01,Debit,2024-03-15,Cash
508,716,79723.3,Debit,2022-06-13,UPI
509,5634,21641.68,Credit,2020-01-29,Debit Card
510,4884,55124.78,Credit,2020-07-02,Cash
511,3503,77257.44,Credit,2023-11-24,Online Transfer
512,7288,20485.21,Debit,2023-07-18,UPI
513,5619,70230.36,Credit,2023-10-16,UPI
514,6611,86357.62,Debit,2021-09-14,Cash
515,1800,71954.8,Credit,2023-09-22,UPI
516,7291,33114.77,Credit,2021-08-27,Debit Card
517,3946,67426.22,Credit,2023-02-16,Debit Card
518,4876,18565.75,Credit,2024-05-28,Cash
519,5808,31528.39,Debit,2021-09-18,Cheque
520,733,64327.41,Debit,2024-02-07,Online Transfer
521,1681,97620.23,Debit,2022-02-07,Online Transfer
522,2732,28664.24,Debit,2022-06-02,Online Transfer
523,1218,68270.67,Credit,2023-10-26,Cheque
524,7137,52471.34,Debit,2021-10-03,Cheque
525,4775,8087.77,Credit,2020-06-30,UPI
526,2366,72651.62,Credit,2020-05-09,Debit Card
527,3497,31900.12,Credit,2023-03-02,Cheque
528,2950,80293.73,Debit,2024-03-27,Cash
529,4609,66027.9,Credit,2020-05-28,Cheque
530,927,59689.56,Credit,2024-10-02,Cash
531,4785,26208.06,Credit,2024-08-04,Online Transfer
532,6371,81989.02,Debit,2020-01-02,Cash
533,4662,65443.52,Credit,2023-10-03,Cash
534,3176,20637.63,Debit,2022-10-16,Cash
535,3505,43251.91,Debit,2022-05-14,UPI
